n_steps,is_accept,acceptance_rate,log_density,hamiltonian_energy,hamiltonian_energy_error,max_hamiltonian_energy_error,tree_depth,numerical_error,step_size,nom_step_size,is_adapt
31,true,0.7933122379966957,-2382.9034976010817,2412.216355283962,-0.4384079425967684,1.049081000176102,4,false,0.05545006166016705,0.05545006166016705,true
63,true,0.4494207027223979,-2391.672052816039,2418.1708663988948,0.23655279231797977,2.4595043806425565,6,false,0.054377099553481884,0.054377099553481884,true
63,true,0.9740309778192272,-2390.4986922960206,2428.7495474460497,0.020948311913798534,0.0925856640501479,6,false,0.018814117426316296,0.018814117426316296,true
31,true,0.7548764380276912,-2390.4507599635162,2429.33404845467,0.5344784840945067,0.6356612367171692,5,false,0.03205340434972029,0.03205340434972029,true
31,true,0.9825200600059512,-2384.500588580485,2420.769450631654,-0.44509211018703354,-0.5599146585404924,5,false,0.028172901046666306,0.028172901046666306,true
15,true,0.6734366077557666,-2383.4063559254164,2413.8435952872296,0.3522178337125297,0.9718365042654113,4,false,0.0486495316381069,0.0486495316381069,true
31,true,0.8458457983768137,-2394.626103166616,2413.274980117888,0.4461764281604701,0.5233682905245587,5,false,0.03364074474920289,0.03364074474920289,true
63,true,0.8068434538194492,-2401.398785958811,2438.4675639859365,0.43309693226547097,1.0698618229453132,5,false,0.03863902171016343,0.03863902171016343,true
31,true,0.9901306705725378,-2392.312860206603,2432.744394588362,-0.9260914362980657,-1.8111475890818838,5,false,0.03957070506138766,0.03957070506138766,true
7,true,0.22134888646457315,-2395.706065403526,2425.7043615883476,0.33627997290432177,10.745447271432568,3,false,0.06838974873732956,0.06838974873732956,true
63,true,0.9997951324170985,-2394.46377503341,2430.515120246628,-0.04594924944831291,-0.12654625264121933,6,false,0.01326672490456371,0.01326672490456371,true
31,true,0.9018854737888354,-2395.418018548203,2437.4564723615467,-0.31629983884295143,0.5064802281644916,5,false,0.023560991923107125,0.023560991923107125,true
31,true,0.9664959290430262,-2387.8257081081374,2424.9033779145807,-0.11067311699116544,-0.600984364541091,4,false,0.03155038575760597,0.03155038575760597,true
15,true,0.6477341460315852,-2386.8806542420343,2415.9201203211155,-0.574841836739779,1.463581541790063,4,false,0.05025565339677925,0.05025565339677925,true
31,true,0.7705761269655809,-2389.762694280934,2423.002895843157,0.29763827764190864,0.7949585151268366,5,false,0.03317984446814059,0.03317984446814059,true
31,true,0.9758562987732511,-2394.852785187953,2434.237293730894,0.0037169052925491997,-0.3219892807683209,5,false,0.03079216989965425,0.03079216989965425,true
63,true,0.7647339526856944,-2397.110244645297,2434.7772476488817,-1.1206288210232742,1.8892955583664843,5,false,0.049737987984791156,0.049737987984791156,true
31,true,0.3045131008139414,-2397.1305578587453,2428.6362716944413,0.8094513023293075,2.517820974972892,4,false,0.045349296747698366,0.045349296747698366,true
127,true,0.9968839244517438,-2402.6048502948006,2434.888271358226,-0.01652275757442112,-0.1399741003760937,7,false,0.012227848272167788,0.012227848272167788,true
63,true,0.9955043804015137,-2395.891212622765,2436.6451602785755,-0.05368315881696617,-0.3740583537078237,5,false,0.02078771387455262,0.02078771387455262,true
63,true,0.9522901970265687,-2386.6477837839125,2431.932720136346,-0.3947913596489343,-0.7097087893544085,5,false,0.034918910171692234,0.034918910171692234,true
31,true,0.8916334126738189,-2382.582302219264,2416.717735536777,-0.3107580785490427,-0.6425038549132296,4,false,0.05202606389253558,0.05202606389253558,true
15,true,0.42809372362508924,-2391.525759454304,2415.144763286947,0.9739314420171468,2.7847664817163604,4,false,0.06592489969908444,0.06592489969908444,true
31,true,0.9491573581951727,-2391.3866935242017,2425.0298984389333,-0.03180091808735597,0.23783092066969402,5,false,0.025537026419538675,0.025537026419538675,true
31,true,0.9124276785243091,-2391.9350416232996,2425.1610590474043,0.14874027193400252,0.6059313776854651,5,false,0.03749462468842062,0.03749462468842062,true
31,true,0.223218840430219,-2392.6787804756996,2442.0153586630254,2.016206513004363,3.3692857574119444,4,false,0.04991405042423025,0.04991405042423025,true
63,true,0.9990816228786007,-2394.908889887038,2422.99832027911,-0.0330240405596669,-0.1263817184844811,6,false,0.011873073439782791,0.011873073439782791,true
63,true,0.9204056977099495,-2391.6655085604207,2435.458179971963,-0.07361865669918188,0.36406790940736755,6,false,0.01966723097547346,0.01966723097547346,true
31,true,0.9939231209651997,-2392.8282488876844,2432.3847939692596,-0.22973437719792855,-0.2326809290102574,5,false,0.02665704483542755,0.02665704483542755,true
47,true,0.4069345288093888,-2392.6054540078144,2436.42358293949,0.4658545816359947,1.5583147227671361,5,false,0.04304037177390218,0.04304037177390218,true
63,true,0.998082256804799,-2385.9187789002494,2420.819802747907,-0.08491723831866693,-0.13479575221390405,6,false,0.016653898725123663,0.016653898725123663,true
31,true,0.887405062453117,-2395.3987345284486,2424.086167590253,0.16314176395508184,0.3530354272893419,5,false,0.027066175992547934,0.027066175992547934,true
31,true,0.6323814308150715,-2397.7123962819633,2438.259881591175,0.6762037820794831,1.4173994749626218,5,false,0.033542865394950584,0.033542865394950584,true
127,true,0.9387149751934302,-2404.28803809171,2440.834657075454,0.1924695090960995,-0.5424815385890724,6,false,0.02263038285248138,0.02263038285248138,true
31,true,1.0,-2397.2564672683343,2436.9566878548826,-0.23883739347411392,-1.128607008657582,5,false,0.031596208409824696,0.031596208409824696,true
15,true,0.5973215566308918,-2388.853021669325,2428.354833373053,-1.3525816173687417,2.4123760018533176,4,false,0.05069532569603223,0.05069532569603223,true
31,true,0.9389904774221777,-2390.0773328743503,2424.3431173396752,0.10381314980577372,-0.5264908422814187,5,false,0.03168165325654127,0.03168165325654127,true
63,true,0.9508612483242445,-2381.8038941169693,2421.353333936669,-0.6724268388052224,-1.3273320650969254,5,false,0.04387527573378683,0.04387527573378683,true
47,true,0.27764215403253417,-2386.54255996595,2421.95408887552,0.8254797364998012,3.5735869412524153,5,false,0.0621807970779422,0.0621807970779422,true
63,true,0.9280798640470409,-2390.654246584886,2432.122093680463,-0.001845050909651036,0.20886033400711312,6,false,0.018880060914868706,0.018880060914868706,true
63,true,0.9264685429157827,-2392.917359139313,2429.116214708398,0.0358785583516692,0.38475004891506615,5,false,0.02543223518731444,0.02543223518731444,true
31,true,0.9003397586214379,-2393.6436811620106,2429.642908261065,0.09662836069492187,0.5942678748965591,5,false,0.03400760494800324,0.03400760494800324,true
79,true,0.8283980019147912,-2385.9854722885448,2422.656932126913,-0.9611671530601598,-0.9611671530601598,6,false,0.042736408414595285,0.042736408414595285,true
15,true,0.40104537716607364,-2383.6205571814044,2425.021239911398,0.12666932408046705,1.8502631639612446,4,false,0.045630229244350826,0.045630229244350826,true
31,true,0.981035124243163,-2388.641871875538,2424.9117952242846,-0.06025857027862003,-0.09734660491494651,5,false,0.01890654072127972,0.01890654072127972,true
31,true,0.8247241097658748,-2389.5832207448257,2425.536365691805,0.3395587553081896,0.4778865212733763,5,false,0.028356472399342875,0.028356472399342875,true
63,true,0.9106733683425299,-2388.636689858537,2429.4969464676774,-0.09053488300651225,-0.6714719201067965,5,false,0.030070571649423974,0.030070571649423974,true
31,true,0.7300688425704008,-2395.310982795297,2433.3821014917467,-0.23976954165982534,0.9232605881197742,5,false,0.0384147826507466,0.0384147826507466,true
31,true,0.7286840144680831,-2393.290770175788,2435.2857868528313,-0.7308157882380328,1.2948204992162573,5,false,0.033116164465488984,0.033116164465488984,true
95,true,0.9641985498527567,-2393.380021165323,2431.9492654738033,-0.03360199999769975,-0.5116388024084699,6,false,0.02851095562479855,0.02851095562479855,true
31,true,0.6706584872995737,-2395.8817580431833,2427.6695551524895,0.6814936507639686,0.9550685806384536,5,false,0.040679378702966285,0.040679378702966285,true
31,true,0.9233241421674611,-2390.5885783449703,2426.295018033476,-0.06758475276001263,-0.3991079033371534,5,false,0.030972846831372757,0.030972846831372757,true
31,true,0.9726161913998235,-2390.0662808519855,2433.481939045074,-0.42445692548562874,-0.6309571903452706,5,false,0.04035506512222991,0.04035506512222991,true
15,true,0.08182189599039355,-2403.172227983451,2433.8147361499528,2.1639972442308135,6.9087058245841035,4,false,0.058153844308395555,0.058153844308395555,true
127,true,0.9823530863928882,-2399.23402989503,2448.5367059628798,-0.022911439370091102,0.14053623593417797,6,false,0.012952667408946539,0.012952667408946539,true
127,true,0.9840150817565536,-2395.00539239668,2435.1304252324003,-0.02326091874328995,-0.27925655666240345,6,false,0.019087996059522522,0.019087996059522522,true
15,true,0.8775211999394238,-2392.1526646907914,2420.6871650455105,0.46826936771321925,-0.5008278651889668,4,false,0.02811030711332798,0.02811030711332798,true
47,true,0.9442150112061803,-2394.9999945344634,2428.891221873257,-0.10601743672805242,-0.8282255895301205,5,false,0.03311215578364418,0.03311215578364418,true
31,true,0.9397834273662165,-2387.343371838706,2422.431842906563,-0.4489615117536232,-1.645925779958361,5,false,0.044636668395555336,0.044636668395555336,true
15,true,0.15823673085731443,-2396.2097405916743,2439.1033655292485,2.108626521232054,3.6824318440717434,4,false,0.05944867634241258,0.05944867634241258,true
31,true,0.996147024592777,-2385.5045630123386,2426.976047486083,-0.15414878926367237,-0.2010609272479087,5,false,0.016187819948096684,0.016187819948096684,true
95,true,0.7832768439161537,-2394.769838117372,2428.0598360464396,0.2631041478102816,0.6011196718573046,6,false,0.02420851382719779,0.02420851382719779,true
31,true,0.9987907684620636,-2384.508878014583,2425.420422654759,-0.2564432482599841,-0.3298171431083574,5,false,0.023519882296538265,0.023519882296538265,true
31,true,0.5845666835779766,-2385.213605419135,2422.851827279531,0.3572072282076988,0.9664225456608619,5,false,0.03515288350566084,0.03515288350566084,true
31,true,0.9355835616460179,-2391.017450635888,2416.543518393596,-0.034138707292186155,0.2506164907213133,5,false,0.022972815658584278,0.022972815658584278,true
31,true,0.8081134939295084,-2378.5005208070547,2423.2606069960593,-0.2659465424426344,0.7107625404769351,5,false,0.0301845399095184,0.0301845399095184,true
127,true,0.8107556130856273,-2384.544978766441,2412.0416410551948,0.3625401244594286,0.5093762272899767,6,false,0.030777463012166686,0.030777463012166686,true
95,true,0.8811139697209379,-2380.7448505382335,2412.522889504435,-0.17536509238652798,0.7004515725197962,6,false,0.03153860859249232,0.03153860859249232,true
31,true,0.7352714033649078,-2387.6167301704004,2420.3723798817337,0.09998351841250042,0.842724404315959,5,false,0.037062262082621124,0.037062262082621124,true
31,true,0.9710163422120003,-2381.859041273402,2416.3005774100266,-0.406290001117668,-0.4822162254467912,5,false,0.03276614734500801,0.03276614734500801,true
47,true,0.22450928149567848,-2384.653455196998,2423.0897283253876,1.5669438400627769,3.600467135015606,5,false,0.04573110994307833,0.04573110994307833,true
63,true,0.8632104712567396,-2396.8285772261343,2439.7610776658535,0.08518847577306587,0.3471078920842956,6,false,0.015141510122961313,0.015141510122961313,true
95,true,0.9838582970991975,-2395.135931673116,2436.30652891735,0.005998762743729458,-0.3746189912981208,6,false,0.017199469548676426,0.017199469548676426,true
31,true,0.9874509612023658,-2385.3768757967846,2426.2896995528677,-0.5000639068266537,-0.521851555302419,5,false,0.02455909710260107,0.02455909710260107,true
31,true,0.9601139990088623,-2390.826838903136,2418.66746004345,0.1383901885292289,-0.3652418554797805,5,false,0.03519505882122216,0.03519505882122216,true
15,true,0.5359442189284926,-2390.440307125105,2427.097146235722,0.757063334344366,1.6102314036743337,4,false,0.04774598264848822,0.04774598264848822,true
15,true,0.6895640087052896,-2402.4728270753535,2432.211201933999,0.6969260644955284,0.9294753869166925,4,false,0.029091886377786036,0.029091886377786036,true
159,true,0.9545814260429893,-2404.5902835790494,2448.9374890932145,-0.16512447013110432,-0.9697931920109113,7,false,0.02373573710898869,0.02373573710898869,true
31,true,0.993013196742194,-2399.3896279234405,2440.074468613501,0.24410024305143452,-1.7582146962140541,5,false,0.031796801026250515,0.031796801026250515,true
63,true,0.966038550390151,-2393.9105298324935,2441.384655010613,-1.4089885966691327,-2.9512291796158934,6,false,0.04563094392870258,0.04563094392870258,true
31,true,0.37128052009814466,-2393.5397160340467,2432.850422634077,1.3114468008502627,3.9261885780097145,4,false,0.062107626083846804,0.062107626083846804,true
15,true,1.0,-2388.5848702289345,2415.3853515299056,-0.18818139835411785,-0.7292763640975863,4,false,0.028209593404786095,0.028209593404786095,true
31,true,0.9758955306798452,-2390.1269314103033,2418.1351001106177,-0.06482583920933394,-0.9617638528875432,5,false,0.04083843616241878,0.04083843616241878,true
47,true,0.9253926418527046,-2385.620199895693,2416.5034101575075,-2.4934406682195913,-2.4934406682195913,5,false,0.056402208933511534,0.056402208933511534,true
127,true,0.9893426657579472,-2391.363058420781,2421.261005342965,0.02245322794533422,0.03950947963539875,6,false,0.07087485596478496,0.07087485596478496,true
3,true,5.930926469614559e-14,-2391.363058420781,2423.3199548819407,0.0,59326.226348106386,1,true,1.0000049361142258,1.0000049361142258,true
31,true,0.9866414412941659,-2402.1106482429504,2439.1630452910554,0.013748510611094389,-0.32278046149076545,5,false,0.1680342256426335,0.1680342256426335,true
15,true,0.973073488098759,-2397.079131532024,2439.4224392331453,0.12780952565071857,-0.3670912585766928,4,false,0.2289785675561684,0.2289785675561684,true
15,true,0.9193643923182309,-2395.480687880347,2429.3067194551486,-0.6655461416157777,-0.6850199703089856,4,false,0.34602897808041067,0.34602897808041067,true
7,true,0.7877809845330219,-2399.7309180239627,2433.267254597977,0.04394522173151927,0.5462965979204455,3,false,0.4787655317722023,0.4787655317722023,true
15,true,0.007352049406929471,-2399.7309180239627,2438.253447999925,0.0,10.19289261602762,4,false,0.4563290459979773,0.4563290459979773,true
127,true,0.9979851880479566,-2388.4354378349885,2436.9807655751674,-0.001513550472282077,-0.011443972815413872,7,false,0.03842378504420625,0.03842378504420625,true
63,true,0.9999477051213876,-2388.1775425180626,2421.6030294042002,-0.016039227135934198,-0.04207430574933824,6,false,0.06959867976277159,0.06959867976277159,true
63,true,0.9975348956150932,-2388.468789730901,2418.8907507797794,-0.018991681281477213,-0.06597536320896324,5,false,0.1294036181330253,0.1294036181330253,true
47,true,0.9416311395830123,-2388.1058696493146,2423.9646127327296,0.09055801074646297,0.4215561369351235,5,false,0.24110590404661966,0.24110590404661966,true
15,true,0.70574332439047,-2385.4137964174442,2428.515476605788,-0.023640310077553295,0.9319506792708125,4,false,0.3775973409578787,0.3775973409578787,true
15,true,0.8093568720344838,-2389.5567230585484,2415.966469104229,0.6614399092354688,-0.755118702229538,4,false,0.2811510377260139,0.2811510377260139,true
15,true,0.9193541788831006,-2398.8010639919175,2430.0673106099644,0.1531331198693806,-1.156553950617763,4,false,0.29070691793556463,0.29070691793556463,true
15,true,0.7294318510303974,-2404.2846300014935,2438.9532331938467,0.3178214118170217,-2.097570548156,4,false,0.4238419790771909,0.4238419790771909,true
31,true,0.4598510083703286,-2387.4013951555803,2441.740981144675,0.18776368285625722,1.865408033877884,4,false,0.34170754563589806,0.34170754563589806,true
63,true,0.9765950589946762,-2389.32366608493,2426.7844674515186,-0.013461793976148329,0.16377583405073892,6,false,0.12059004979693883,0.12059004979693883,true
31,true,0.9206005075748378,-2388.557109106542,2423.688058730504,-0.21054165451914741,0.3207564493800419,5,false,0.20952687955475177,0.20952687955475177,true
15,true,0.7274912321355894,-2388.0760754374587,2427.6764560864995,0.24803571384063616,0.6465710923375809,4,false,0.30483823754889816,0.30483823754889816,true
15,true,0.9963757776123965,-2383.7608814292084,2416.368742786355,-0.3678977369113454,-0.3690591900608524,4,false,0.24680069125781864,0.24680069125781864,true
15,true,0.13853004557994936,-2390.292275224331,2433.1881563224315,0.11238678716017603,7.1572971165956005,4,false,0.4470779484725614,0.4470779484725614,true
63,true,0.9877111905717797,-2389.0868833666773,2423.7431070938783,0.014542216009886033,0.04543464861581015,6,false,0.06349420110197353,0.06349420110197353,true
63,true,0.9885794046902666,-2384.6058634372257,2422.8056205205357,0.006026000882684457,0.05141296343617796,5,false,0.11234994596000568,0.11234994596000568,true
31,true,0.9683204261028565,-2387.683612530424,2418.3587910886445,-0.023509426533109945,-0.2820917366202593,5,false,0.1974351118329421,0.1974351118329421,true
15,true,0.39850166108164337,-2396.270420026208,2433.0126333090834,0.4886318983849378,1.787540814253589,4,false,0.32420571966343753,0.32420571966343753,true
31,true,0.9991052370971105,-2383.7173200211123,2426.008331637937,-0.10457127405834399,-0.10457127405834399,5,false,0.10363958612645574,0.10363958612645574,true
31,true,0.892969952776014,-2389.2677340186633,2415.829415027132,0.17767674902870567,0.2969774084012897,5,false,0.18518039618183707,0.18518039618183707,true
15,true,0.9898187719392019,-2388.0645865495508,2416.2357396608318,0.0029851521107957524,-0.38651955647083014,4,false,0.24319327464791327,0.24319327464791327,true
15,true,0.7951506184326304,-2392.8370554080475,2424.349529004984,-1.5707904226624123,-1.5707904226624123,4,false,0.416355292485834,0.416355292485834,true
15,true,0.881924646877621,-2388.9485982935007,2423.0697657517267,-0.8688121133054665,-1.6708246459302245,4,false,0.4126551675096149,0.4126551675096149,true
13,true,0.2605764122910178,-2393.990518795481,2426.3702807287477,0.0988996970190783,1323.3947637163615,3,true,0.518779499049298,0.518779499049298,true
63,true,0.9981502996364583,-2387.807505032892,2425.4516161856554,-0.11795713337960478,-0.15642156877447633,6,false,0.12018019014446416,0.12018019014446416,true
31,true,0.9019484143750995,-2387.755250747303,2420.047502319212,0.16935718505465047,0.21383407282883127,5,false,0.20794838989150835,0.20794838989150835,true
15,true,0.7252325678232512,-2393.699220268205,2428.3110732701643,0.1654549527825111,0.6865062004435458,4,false,0.27578769592041646,0.27578769592041646,true
31,true,0.9639273030546865,-2393.027193571467,2434.9803874929194,-0.1325188793698544,0.30389781892654355,5,false,0.22793150363904405,0.22793150363904405,true
15,true,0.21507948627664578,-2399.8404113160786,2439.7198339276483,1.269673242407407,2.785883380910491,4,false,0.353925486119268,0.353925486119268,true
63,true,0.9944568466441387,-2396.824258065695,2431.5384148800954,-0.020148943784533913,0.03137842155729231,6,false,0.07737521892367494,0.07737521892367494,true
31,true,0.9829429082472424,-2394.1924509843743,2424.894876352107,-0.012696333892563416,0.0721382308443026,5,false,0.13021980069338016,0.13021980069338016,true
31,true,0.8133700049333502,-2388.402306640387,2436.0370476215835,-0.11753881055938109,0.5510010381140091,5,false,0.21105990090195392,0.21105990090195392,true
31,true,0.8103361336795524,-2392.690523390287,2425.0312228362786,0.3533569382693713,0.5636414776899983,5,false,0.2203971608316791,0.2203971608316791,true
31,true,0.9312293437429615,-2387.3256706944367,2431.4780302199283,-0.6779204005324573,-0.9449085487271986,5,false,0.22823100803346336,0.22823100803346336,true
15,true,0.7463570792858195,-2395.3791572413184,2431.250013097518,0.46378338693875776,0.6765560319140604,4,false,0.31999221414227813,0.31999221414227813,true
15,true,0.9168199585960958,-2396.624130854866,2429.511236044958,0.21802359388266268,0.48560464993488495,4,false,0.2815824458697411,0.2815824458697411,true
15,true,0.5545500347894958,-2392.0788796669117,2434.1356020101443,-0.07308971957763788,1.3991209791111032,4,false,0.3784920835229369,0.3784920835229369,true
31,true,0.96804987280348,-2384.891278407077,2418.459487276114,0.014114134775354614,-0.3578841229664249,5,false,0.20803003433017517,0.20803003433017517,true
31,true,0.656160392697243,-2391.3002168447015,2430.906252983265,0.389579783332465,1.2138114391323143,4,false,0.3161770546099823,0.3161770546099823,true
31,true,0.996752055145313,-2391.0791664934586,2424.2564334882873,-0.08662493534075111,-0.6905997249750726,5,false,0.2244244832095653,0.2244244832095653,true
15,true,0.989974133154963,-2388.564048449185,2422.2145643668664,-1.1396450323882164,-1.3094787084532982,4,false,0.36313890922982184,0.36313890922982184,true
6,true,0.0003939303487816383,-2388.564048449185,2428.4692909066107,0.0,20933.290245900647,2,true,0.5743364833294023,0.5743364833294023,true
63,true,0.9992614735877496,-2383.1007402601676,2410.752148446048,-0.03623886353580019,-0.0896692617784538,6,false,0.086251462363748,0.086251462363748,true
31,true,0.9868079920234224,-2376.5420646371,2410.969634953342,-0.08844046736021483,-0.08844046736021483,5,false,0.13991113431635077,0.13991113431635077,true
1,true,0.0,-2376.5420646371,2417.821318720029,0.0,6649.5350480904,0,true,1.9649920014103832,1.9649920014103832,true
15,true,0.7144389623473264,-2378.1403511166263,2408.1847511177493,0.09634916693221385,0.7210186086408612,4,false,0.3297336264114543,0.3297336264114543,true
31,true,0.8948203216790968,-2381.8796868022273,2410.528050081647,0.17635805544887262,0.3674181886221959,5,false,0.21737627223402844,0.21737627223402844,true
15,true,0.9343515207479575,-2381.2536224206115,2415.508867606481,-0.029350671109568793,0.2683847737271208,4,false,0.24915382847368153,0.24915382847368153,true
15,true,0.8612796457761724,-2384.528536406311,2415.4830536651043,0.07299360777915354,0.5243985311344659,4,false,0.3450094831654348,0.3450094831654348,true
15,true,0.1838329053620421,-2390.6916773869684,2423.649645328965,1.8740999707465562,4.934582136972949,4,false,0.40078673907423334,0.40078673907423334,true
63,true,0.9981889175398532,-2389.9553078588274,2426.463386013991,-0.017162912064122793,-0.03996814779429769,6,false,0.057672568371995664,0.057672568371995664,true
63,true,0.9838689553591179,-2394.250446298642,2429.435359415927,0.01670552906807643,0.07919503526409244,5,false,0.10425563137720104,0.10425563137720104,true
31,true,0.9211440526537554,-2401.278927020502,2443.8244702577626,0.01265737203630124,0.23100093150605971,5,false,0.18399837770733274,0.18399837770733274,true
15,true,0.9305580390037939,-2396.3849398723937,2437.291187188846,-0.1827707147217552,0.26600683025753824,4,false,0.26913212632460387,0.26913212632460387,true
31,true,0.9159382619206701,-2382.8837700610047,2429.1602998183753,-1.306413238648929,-1.413508222740802,4,false,0.4072653045432604,0.4072653045432604,true
7,true,0.0050265999347115465,-2382.8837700610047,2423.79379614708,0.0,29.056287640960818,3,false,0.5889198682594363,0.5889198682594363,true
63,true,0.9921167671298334,-2387.083318158846,2423.374520375856,0.008345665545675729,0.015132523131342168,6,false,0.04889452444640499,0.04889452444640499,true
63,true,0.9994474049596694,-2386.722721321999,2414.2020961550065,-0.005658093469264713,-0.06507096578070559,6,false,0.09065938125107664,0.09065938125107664,true
31,true,0.9569036502705179,-2383.167792042681,2422.533859775085,-0.2005259536417725,0.2168859807948138,5,false,0.1711139580675758,0.1711139580675758,true
15,true,0.7976498598885156,-2394.656265056027,2423.278598965877,0.27088714973706374,0.38323506770848326,4,false,0.28136883682260677,0.28136883682260677,true
15,true,0.9567651245132176,-2391.1169286798254,2424.9229361029143,-0.2623293916303737,-0.386175995650774,4,false,0.28269216826270255,0.28269216826270255,true
23,true,0.06748173725228067,-2397.206435023083,2427.327893896618,2.8576641831914458,5.231812265500594,4,false,0.4602803608759876,0.4602803608759876,true
127,true,0.9935556810208044,-2402.4085803182606,2443.727359898021,0.011474972471205547,0.021712164598739037,6,false,0.05135219087792487,0.05135219087792487,true
63,true,0.9998032468683963,-2399.1981119654074,2437.694193270521,-0.03767882171723613,-0.08574966838932596,6,false,0.09396744229463151,0.09396744229463151,true
31,true,0.9740300964095118,-2395.128873076789,2435.536476552174,0.00015863135968174902,-0.1508042392056268,5,false,0.17351135896264427,0.17351135896264427,true
15,true,0.9636372927846245,-2391.3067397412647,2427.040960486253,-0.003926869240785891,-0.4773287375660402,4,false,0.2941405986549911,0.2941405986549911,true
7,true,1.0,-2384.410235925322,2415.6138980852097,-0.8294770423972295,-0.9907562151074671,3,false,0.47959926325457847,0.47959926325457847,true
4,true,5.51200287885439e-16,-2384.410235925322,2421.2048769740572,0.0,163646.23679927317,2,true,0.8612983493773968,0.8612983493773968,true
63,true,0.990397874635641,-2386.4086470827324,2421.502756027749,0.01739962201418166,0.04437456011373797,6,false,0.08795891261184793,0.08795891261184793,true
31,true,0.9745345989500985,-2394.486144830301,2420.1591559325166,0.1080220814628774,0.1170731673823866,5,false,0.15444070474661947,0.15444070474661947,true
15,true,0.9959138641894358,-2387.1075196090096,2425.7011538442453,-0.08789042756370691,-0.6787360344951594,4,false,0.2569153611081449,0.2569153611081449,true
7,true,0.9334019169910498,-2388.6046488779434,2416.6172697051666,-0.8214682690500013,-1.2971918579446537,3,false,0.44974737723631564,0.44974737723631564,true
7,true,1.410503617758178e-5,-2388.6046488779434,2433.0076573674883,0.0,70989.00478345492,2,true,0.6563004546608707,0.6563004546608707,true
63,true,0.9970671098052727,-2387.183889916895,2421.4029630442874,-0.00041169177939082147,-0.02894232934113461,6,false,0.07385282740614124,0.07385282740614124,true
31,true,0.995812476608918,-2386.459608271181,2421.8136323179374,-0.07296681464640642,-0.12252205255936133,5,false,0.12923235595264954,0.12923235595264954,true
31,true,0.9339378001173654,-2386.711553417745,2422.5437622826985,0.05031704911198176,0.3345669596137668,4,false,0.22331584388951453,0.22331584388951453,true
15,true,0.837422857982668,-2382.012608642783,2417.618787424818,-0.10487028109764651,0.7101428992673391,4,false,0.32419297404278563,0.32419297404278563,true
15,true,0.7306235266477504,-2386.55284240061,2418.2837902121078,-0.6164649444340284,1.3417768464664732,4,false,0.36222606387594686,0.36222606387594686,true
15,true,0.36281767552057187,-2395.246817852434,2427.7003532028134,1.228665600360273,1.4172329902630736,4,false,0.3050853578215699,0.3050853578215699,true
31,true,0.9596339115363445,-2398.2379629113907,2437.6168169547277,0.021179794865020085,0.09217631805177007,5,false,0.0987005390270642,0.0987005390270642,true
31,true,0.9623648865676625,-2397.8835888825097,2438.381186133428,0.06949347726049382,0.1506167227030346,5,false,0.1523083823560542,0.1523083823560542,true
15,true,0.9298992462209239,-2401.6385424133646,2436.3276797293347,0.049850907391828514,-0.24559747538705778,4,false,0.2350963659636703,0.2350963659636703,true
